proposer_name,responder_name,proposer_race,responder_race
Mr. Cervantes,Mr. Weber,Hispanic,White
Ms. Donovan,Ms. Oconnor,White,White
Mr. Her,Mr. Hu,Asian,Asian
Ms. Mahoney,Ms. Erickson,White,White
Ms. Abdullahi,Mr. Castaneda,Black,Hispanic
Mr. Klein,Mr. Jeanlouis,White,Black
Mr. Parsons,Ms. Sesay,White,Black
Mr. Claw,Mr. Olanna,Native,Native
Mr. Jain,Mr. Moreno,Asian,Hispanic
Ms. Orozco,Mr. Keyonnie,Hispanic,Native
Ms. Haskie,Mr. Tam,Native,Asian
Ms. Orozco,Mr. Abebe,Hispanic,Black
Ms. Koroma,Mr. Lim,Black,Asian
Ms. Vo,Ms. Melendez,Asian,Hispanic
Ms. Todacheene,Mr. Begay,Native,Native
Ms. Salazar,Mr. Alvarado,Hispanic,Hispanic
Ms. Lawal,Ms. Hurley,Black,White
Mr. Kaur,Ms. Chiu,Asian,Asian
Ms. Duffy,Ms. Schultz,White,White
Ms. Bangura,Ms. Hanson,Black,White
Mr. Rivas,Ms. Lasiloo,Hispanic,Native
Ms. Grandberry,Ms. Molina,Black,Hispanic
Mr. Roanhorse,Ms. Bitsilly,Native,Native
Ms. Straughter,Mr. Munoz,Black,Hispanic
Ms. Calixte,Ms. Zhang,Black,Asian
Ms. Salazar,Ms. Jalloh,Hispanic,Black
Ms. Tapaha,Ms. Soto,Native,Hispanic
Ms. Lasiloo,Ms. Rodriguez,Native,Hispanic
Mr. Tan,Ms. Jeanlouis,Asian,Black
Mr. Kamara,Mr. Jeanbaptiste,Black,Black
Ms. Mohamud,Ms. Vazquez,Black,Hispanic
Ms. Tran,Mr. Secatero,Asian,Native
Ms. Belizaire,Mr. Phan,Black,Asian
Mr. Zhao,Mr. Bitsuie,Asian,Native
Ms. Ajayi,Ms. Asare,Black,Black
Ms. Arcoren,Ms. Castillo,Native,Hispanic
Ms. Roth,Mr. Carlson,White,White
Mr. Hoover,Ms. Desir,White,Black
Ms. Howe,Ms. Ibarra,White,Hispanic
Mr. Zamora,Mr. Hahn,Hispanic,White
Mr. Owusu,Ms. Keams,Black,Native
Mr. Yi,Mr. Zheng,Asian,Asian
Ms. Jeanbaptiste,Ms. Claw,Black,Native
Mr. Cephas,Ms. Begay,Black,Native
Ms. Filsaime,Ms. Stein,Black,White
Ms. Diaz,Mr. Mccarthy,Hispanic,White
Mr. Chiu,Ms. Walkingeagle,Asian,Native
Mr. Martinez,Ms. Guzman,Hispanic,Hispanic
Mr. Huang,Mr. Mccarthy,Asian,White
Mr. Christensen,Ms. Leung,White,Asian
Ms. Oneill,Mr. Dang,White,Asian
Ms. Cowboy,Mr. Boateng,Native,Black
Ms. Ahasteen,Ms. Boateng,Native,Black
Ms. Bah,Mr. Howe,Black,White
Ms. Cosay,Mr. Sexton,Native,White
Mr. Villarreal,Mr. Njoroge,Hispanic,Black
Ms. Lai,Mr. Tan,Asian,Asian
Mr. Leung,Ms. Wauneka,Asian,Native
Ms. Kidane,Mr. Arcoren,Black,Native
Ms. Ortega,Mr. Spottedhorse,Hispanic,Native
Mr. Berhane,Ms. Rivera,Black,Hispanic
Mr. Claw,Mr. Tam,Native,Asian
Ms. Huffman,Mr. Tadesse,White,Black
Mr. Leung,Ms. Chavez,Asian,Hispanic
Mr. Parsons,Mr. Tsinnie,White,Native
Mr. Ochoa,Mr. Gishie,Hispanic,Native
Mr. Wang,Ms. Cisse,Asian,Black
Mr. Bangura,Mr. Villarreal,Black,Hispanic
Ms. Vu,Mr. Keller,Asian,White
Ms. Wang,Ms. Mahoney,Asian,White
Mr. Kim,Mr. Kamara,Asian,Black
Ms. Hanson,Ms. Herrera,White,Hispanic
Ms. Rivera,Mr. Zhu,Hispanic,Asian
Ms. Castaneda,Mr. Diallo,Hispanic,Black
Mr. Ngo,Mr. Ruiz,Asian,Hispanic
Ms. Bitsilly,Mr. Odonnell,Native,White
Ms. Swanson,Ms. Peshlakai,White,Native
Ms. Kidane,Ms. Edouard,Black,Black
Mr. Contreras,Mr. Huang,Hispanic,Asian
Ms. Li,Mr. Altaha,Asian,Native
Mr. Yellowhair,Ms. Tan,Native,Asian
Ms. Maldonado,Ms. Warsame,Hispanic,Black
Mr. Ahasteen,Mr. Zhang,Native,Asian
Mr. Vasquez,Ms. Diallo,Hispanic,Black
Ms. Dosela,Mr. Klein,Native,White
Mr. Stout,Mr. Ma,White,Asian
Ms. Xiong,Mr. Jimenez,Asian,Hispanic
Ms. Warsame,Ms. Tam,Black,Asian
Mr. Yi,Ms. Kallestewa,Asian,Native
Mr. Hebert,Mr. Velasquez,White,Hispanic
Ms. Hsu,Ms. Pham,Asian,Asian
Ms. Bah,Ms. Abdullahi,Black,Black
Mr. Campos,Mr. Olanna,Hispanic,Native
Ms. Bigcrow,Ms. Stout,Native,White
Ms. Colelay,Ms. Belizaire,Native,Black
Ms. Schwartz,Mr. Guo,White,Asian
Ms. Velazquez,Ms. Altaha,Hispanic,Native
Mr. Hanson,Mr. Yan,White,Asian
Mr. Ajayi,Ms. Sharma,Black,Asian
Mr. Vassell,Ms. Addo,Black,Black
Ms. Meyer,Ms. Gomez,White,Hispanic
Mr. Etcitty,Ms. Salazar,Native,Hispanic
Mr. Cisse,Mr. Ajayi,Black,Black
Ms. Whiteplume,Mr. Edouard,Native,Black
Ms. Velazquez,Ms. Ruiz,Hispanic,Hispanic
Ms. Truong,Ms. Lawal,Asian,Black
Mr. Han,Ms. Cheng,Asian,Asian
Ms. Gishie,Mr. Jeanpierre,Native,Black
Ms. Edouard,Ms. Arcoren,Black,Native
Ms. Nguyen,Mr. Abdullahi,Asian,Black
Ms. Mahoney,Ms. Ng,White,Asian
Mr. Twobulls,Ms. Macias,Native,Hispanic
Ms. Ortega,Ms. Bui,Hispanic,Asian
Ms. Carlson,Ms. Velasquez,White,Hispanic
Mr. Desai,Ms. Gadson,Asian,Black
Ms. Olanna,Ms. Jiang,Native,Asian
Ms. Schwartz,Mr. Schaefer,White,White
Ms. Hwang,Mr. Owusu,Asian,Black
Mr. Jeanpierre,Mr. Bah,Black,Black
Ms. Metellus,Ms. Medina,Black,Hispanic
Ms. Sanchez,Ms. Stout,Hispanic,White
Mr. Goldtooth,Ms. Ko,Native,Asian
Ms. Torres,Mr. Secody,Hispanic,Native
Ms. Littledog,Ms. Whitehat,Native,Native
Mr. Hahn,Ms. Mensah,White,Black
Mr. Tessay,Ms. Moua,Native,Asian
Ms. Velez,Mr. Ryan,Hispanic,White
Ms. Huber,Ms. Ortiz,White,Hispanic
Mr. Bartlett,Ms. Wauneka,White,Native
Mr. Cao,Mr. Trevino,Asian,Hispanic
Mr. Cline,Mr. Lesane,White,Black
Ms. Conteh,Mr. Zhu,Black,Asian
Ms. Manuelito,Ms. Hu,Native,Asian
Ms. Whitehat,Ms. Clitso,Native,Native
Ms. He,Mr. Boateng,Asian,Black
Ms. Rosales,Ms. Juarez,Hispanic,Hispanic
Ms. Jacobson,Ms. Gishie,White,Native
Mr. Walkingeagle,Ms. Chowdhury,Native,Asian
Mr. Hosteen,Ms. Dorvil,Native,Black
Mr. Mensah,Ms. Reilly,Black,White
Mr. Vassell,Ms. Velazquez,Black,Hispanic
Ms. Torres,Mr. Robles,Hispanic,Hispanic
Ms. Rasmussen,Mr. Schwartz,White,White
Ms. Todacheene,Ms. Ortiz,Native,Hispanic
Mr. Vo,Ms. Chery,Asian,Black
Ms. Kang,Ms. Zhao,Asian,Asian
Ms. Zuniga,Mr. Macias,Hispanic,Hispanic
Ms. Fofana,Ms. Addo,Black,Black
Ms. Schroeder,Mr. Han,White,Asian
Mr. Conrad,Ms. Gutierrez,White,Hispanic
Mr. Oh,Ms. Beck,Asian,White
Mr. Hensley,Ms. Walkingeagle,White,Native
Ms. Petitfrere,Mr. Orozco,Black,Hispanic
Ms. Todacheene,Ms. Donovan,Native,White
Mr. Kallestewa,Ms. Lim,Native,Asian
Ms. Vassell,Mr. Huang,Black,Asian
Mr. Rangel,Mr. Belizaire,Hispanic,Black
Mr. Huffman,Ms. Salas,White,Hispanic
Ms. Fuentes,Mr. He,Hispanic,Asian
Ms. Bienaime,Ms. Ho,Black,Asian
Mr. Vega,Mr. Diaz,Hispanic,Hispanic
Ms. Fry,Mr. Foley,White,White
Mr. Grandberry,Ms. Molina,Black,Hispanic
Mr. Jalloh,Mr. Gallegos,Black,Hispanic
Ms. Brandt,Mr. Abebe,White,Black
Ms. Ayze,Mr. Torres,Native,Hispanic
Ms. Her,Mr. Alvarez,Asian,Hispanic
Ms. Nielsen,Ms. Ulysse,White,Black
Ms. Ly,Mr. Wigfall,Asian,Black
Mr. Olanna,Mr. Jiang,Native,Asian
Ms. Aguirre,Ms. Goseyun,Hispanic,Native
Ms. Eriacho,Mr. Cheng,Native,Asian
Ms. Etcitty,Mr. Hwang,Native,Asian
Mr. Garcia,Ms. Hanson,Hispanic,White
Ms. Odonnell,Mr. Her,White,Asian
Ms. Zuniga,Mr. Kidane,Hispanic,Black
Ms. Mehta,Mr. Hwang,Asian,Asian
Ms. Fobbs,Ms. Foley,Black,White
Ms. Zhao,Ms. Su,Asian,Asian
Mr. Huynh,Ms. Owen,Asian,White
Ms. Velazquez,Ms. Gueye,Hispanic,Black
Mr. Begay,Mr. Bauer,Native,White
Mr. Sexton,Ms. Villarreal,White,Hispanic
Ms. Osei,Ms. Hu,Black,Asian
Ms. Asare,Mr. Hurley,Black,White
Mr. Marquez,Ms. Velazquez,Hispanic,Hispanic
Mr. Walsh,Ms. Yan,White,Asian
Ms. Trevino,Mr. Yang,Hispanic,Asian
Mr. Chavez,Mr. Lor,Hispanic,Asian
Ms. Lara,Ms. Robles,Hispanic,Hispanic
Ms. Mayer,Ms. Hoover,White,White
Mr. Kebede,Mr. Cervantes,Black,Hispanic
Mr. Keita,Ms. Talayumptewa,Black,Native
Ms. Ethelbah,Mr. Dominguez,Native,Hispanic
Ms. Etcitty,Ms. Notah,Native,Native
Mr. Jimenez,Mr. Huynh,Hispanic,Asian
Ms. Thai,Ms. Gutierrez,Asian,Hispanic
Mr. Cisse,Ms. Galvan,Black,Hispanic
Mr. Schaefer,Ms. Alvarado,White,Hispanic
Mr. Atcitty,Mr. Clitso,Native,Native
Ms. Nguyen,Ms. Schwartz,Asian,White
Ms. Bullbear,Mr. Molina,Native,Hispanic
Ms. Littlewhiteman,Ms. Ma,Native,Asian
Mr. Cabrera,Ms. Ganadonegro,Hispanic,Native
Mr. Ma,Mr. Duong,Asian,Asian
Ms. Aguirre,Ms. Dang,Hispanic,Asian
Mr. Becker,Ms. Dorvil,White,Black
Ms. Yellowhair,Ms. Tan,Native,Asian
Ms. Kim,Ms. Zhou,Asian,Asian
Ms. Olson,Ms. Luong,White,Asian
Mr. Larson,Mr. Ko,White,Asian
Mr. Keyonnie,Ms. Ochoa,Native,Hispanic
Ms. Conteh,Mr. Vassell,Black,Black
Mr. Keams,Ms. Owusu,Native,Black
Ms. Cheung,Mr. Macias,Asian,Hispanic
Ms. Notafraid,Mr. Luu,Native,Asian
Ms. Velez,Ms. Oh,Hispanic,Asian
Ms. Beyale,Mr. Asare,Native,Black
Mr. Benallie,Ms. Bullbear,Native,Native
Mr. Case,Mr. Desai,White,Asian
Mr. Delgarito,Mr. Wigfall,Native,Black
Ms. Vue,Ms. Secatero,Asian,Native
Mr. Wauneka,Ms. Ryan,Native,White
Ms. Todacheenie,Mr. Keams,Native,Native
Ms. Tang,Ms. Pham,Asian,Asian
Mr. Morse,Mr. Ramirez,White,Hispanic
Ms. Appiah,Ms. Alvarado,Black,Hispanic
Ms. Delgarito,Ms. Huffman,Native,White
Ms. Fobbs,Ms. Choi,Black,Asian
Mr. Yi,Ms. Zheng,Asian,Asian
Mr. Manigault,Ms. Rivera,Black,Hispanic
Mr. Koroma,Mr. Cardenas,Black,Hispanic
Ms. Hoover,Mr. Xu,White,Asian
Ms. Littlelight,Mr. Chinana,Native,Native
Mr. Li,Ms. Meyer,Asian,White
Ms. Jeanfrancois,Mr. Gadson,Black,Black
Ms. Shin,Ms. Meyer,Asian,White
Mr. Koch,Ms. Larsen,White,White
Ms. Delgado,Mr. Vo,Hispanic,Asian
Mr. Avila,Mr. Leaks,Hispanic,Black
Mr. Crane,Ms. Berg,White,White
Mr. Whiteplume,Mr. Stark,Native,White
Mr. Cabrera,Ms. Flores,Hispanic,Hispanic
Ms. Ibarra,Ms. Herman,Hispanic,White
Ms. Bienaime,Mr. Yepa,Black,Native
Ms. Petersen,Ms. Mwangi,White,Black
Mr. Jama,Mr. Clah,Black,Native
Mr. Hoffman,Ms. Stfleur,White,Black
Ms. Hensley,Mr. Meza,White,Hispanic
Ms. Obrien,Mr. Hoover,White,White
Mr. Calixte,Mr. Padilla,Black,Hispanic
Ms. Luong,Ms. Parsons,Asian,White
Mr. Yang,Mr. Aguirre,Asian,Hispanic
Mr. Gutierrez,Mr. Hansen,Hispanic,White
Ms. Lor,Ms. Fry,Asian,White
Mr. Mekonnen,Mr. Alvarado,Black,Hispanic
Mr. Yellowman,Mr. Keams,Native,Native
Mr. Dominguez,Ms. Bedonie,Hispanic,Native
Mr. Chinana,Ms. Toure,Native,Black
Ms. Nguyen,Mr. Schwartz,Asian,White
Ms. Weber,Mr. Jensen,White,White
Ms. Larson,Ms. Ortiz,White,Hispanic
Ms. Secody,Mr. Bui,Native,Asian
Ms. Hernandez,Mr. Tam,Hispanic,Asian
Mr. Yeboah,Mr. Blankenship,Black,White
Mr. Yellowhair,Mr. Abdullahi,Native,Black
Ms. Zhang,Ms. Opoku,Asian,Black
Mr. Desir,Mr. Nielsen,Black,White
Ms. Berhane,Mr. Larsen,Black,White
Mr. Meyer,Mr. Gomez,White,Hispanic
Mr. Ayze,Mr. Snyder,Native,White
Ms. Kanuho,Ms. Huffman,Native,White
Mr. Molina,Mr. Yi,Hispanic,Asian
Ms. Lim,Mr. Donovan,Asian,White
Ms. Tran,Mr. Kaur,Asian,Asian
Mr. Schwartz,Mr. Traore,White,Black
Mr. Yazzie,Ms. Henio,Native,Native
Mr. Gueye,Ms. Trevino,Black,Hispanic
Mr. Thao,Mr. Cheung,Asian,Asian
Ms. Ma,Mr. Duong,Asian,Asian
Ms. Chung,Mr. Cephas,Asian,Black
Ms. Morse,Ms. Jalloh,White,Black
Ms. Phan,Ms. Blackgoat,Asian,Native
Mr. Castaneda,Mr. Diallo,Hispanic,Black
Mr. Notafraid,Mr. Nwosu,Native,Black
Mr. Kwon,Ms. Shaffer,Asian,White
Ms. Okoro,Mr. Calixte,Black,Black
Mr. Tam,Mr. Campos,Asian,Hispanic
Mr. Apachito,Mr. Wauneka,Native,Native
Ms. Decker,Ms. Cowboy,White,Native
Ms. Chavez,Ms. Nwosu,Hispanic,Black
Ms. Jeanfrancois,Mr. Littlewhiteman,Black,Native
Mr. Tessay,Ms. Bah,Native,Black
Ms. Chung,Mr. Nguyen,Asian,Asian
Ms. Vue,Mr. Mendez,Asian,Hispanic
Mr. Tsethlikai,Ms. Diaz,Native,Hispanic
Mr. Ma,Ms. Bitsui,Asian,Native
Ms. Poorbear,Mr. Fofana,Native,Black
Mr. Xu,Ms. Yellowman,Asian,Native
Ms. Campos,Ms. Sharma,Hispanic,Asian
Ms. Carlson,Ms. Vue,White,Asian
Mr. Toure,Ms. Dosela,Black,Native
Mr. Sweeney,Ms. Yan,White,Asian
Mr. Whitehat,Mr. Wang,Native,Asian
Ms. Jimenez,Mr. Huynh,Hispanic,Asian
Mr. Notafraid,Mr. Benallie,Native,Native
Ms. Dao,Ms. Mendez,Asian,Hispanic
Ms. Roanhorse,Ms. Balogun,Native,Black
Mr. Bullbear,Mr. Sexton,Native,White
Mr. Njoroge,Ms. Brennan,Black,White
Ms. Han,Mr. Blueeyes,Asian,Native
Mr. Marquez,Ms. Ganadonegro,Hispanic,Native
Ms. Saintil,Mr. Lopez,Black,Hispanic
Mr. Bah,Ms. Abdullahi,Black,Black
Ms. Desta,Ms. Mensah,Black,Black
Ms. Lim,Mr. Ulysse,Asian,Black
Ms. Hwang,Ms. Keyonnie,Asian,Native
Ms. Obrien,Mr. Hardnett,White,Black
Ms. Medina,Ms. Hanson,Hispanic,White
Ms. Crane,Mr. Ko,White,Asian
Mr. Ryan,Mr. Estrada,White,Hispanic
Mr. Veasley,Ms. Figueroa,Black,Hispanic
Mr. Sandoval,Mr. Alvarez,Hispanic,Hispanic
Mr. Bitsuie,Ms. Rodriguez,Native,Hispanic
Ms. Haskie,Ms. Ibarra,Native,Hispanic
Mr. Stout,Mr. Bauer,White,White
Ms. Her,Mr. Whiteface,Asian,Native
Mr. Traore,Ms. Notafraid,Black,Native
Ms. Gallegos,Mr. Obrien,Hispanic,White
Ms. Chavez,Ms. Aguilar,Hispanic,Hispanic
Ms. Ulysse,Mr. Salas,Black,Hispanic
Ms. Kidane,Mr. Edouard,Black,Black
Mr. Oconnor,Mr. Boateng,White,Black
Mr. Dominguez,Ms. Beck,Hispanic,White
Mr. Ha,Ms. Weber,Asian,White
Mr. Lawal,Mr. Hurley,Black,White
Mr. Metellus,Ms. Thao,Black,Asian
Ms. Bigcrow,Mr. Mayweather,Native,Black
Mr. Gallagher,Ms. Delgarito,White,Native
Mr. Zamora,Ms. Standingrock,Hispanic,Native
Mr. Ethelbah,Mr. Dominguez,Native,Hispanic
Ms. Ha,Mr. Delgarito,Asian,Native
Ms. Brennan,Ms. Okafor,White,Black
Ms. Jacobson,Mr. Zheng,White,Asian
Mr. Hernandez,Mr. Kramer,Hispanic,White
Ms. Dang,Ms. Moyer,Asian,White
Ms. Todacheene,Mr. Donovan,Native,White
Ms. Hu,Ms. Le,Asian,Asian
Mr. Prioleau,Ms. Sexton,Black,White
Ms. Tesfaye,Ms. Mueller,Black,White
Mr. Fry,Mr. Guo,White,Asian
Ms. Gueye,Ms. Bitsilly,Black,Native
Mr. Hurley,Ms. Castillo,White,Hispanic
Ms. Huynh,Ms. Yellowhair,Asian,Native
Ms. Balogun,Mr. Brandt,Black,White
Mr. Cardenas,Mr. Berger,Hispanic,White
Mr. Desai,Ms. Kwon,Asian,Asian
Ms. Boyle,Ms. Ramirez,White,Hispanic
Mr. Hardnett,Ms. Chu,Black,Asian
Ms. Vue,Ms. Mendez,Asian,Hispanic
Mr. Garza,Mr. Nwosu,Hispanic,Black
Mr. Macias,Ms. Medina,Hispanic,Hispanic
Mr. Aguilar,Ms. Blueeyes,Hispanic,Native
Mr. Wolf,Mr. Secody,White,Native
Ms. Jalloh,Mr. Gallegos,Black,Hispanic
Ms. Wolfe,Mr. Mccarthy,White,White
Mr. Secody,Mr. Salinas,Native,Hispanic
Mr. Blackhorse,Mr. Gallegos,Native,Hispanic
Ms. Ko,Ms. Boyle,Asian,White
Mr. Goldtooth,Mr. Ko,Native,Asian
Mr. Yeboah,Ms. Blankenship,Black,White
Ms. Straughter,Mr. Duffy,Black,White
Ms. Xiong,Mr. Lai,Asian,Asian
Ms. Ngo,Mr. Mondesir,Asian,Black
Ms. Zhang,Ms. Hwang,Asian,Asian
Ms. Nez,Mr. Hernandez,Native,Hispanic
Ms. Hurley,Mr. Cephas,White,Black
Mr. Ravenell,Mr. Begum,Black,Asian
Ms. Ko,Mr. Jiang,Asian,Asian
Mr. Standingrock,Ms. Cao,Native,Asian
Ms. Ayze,Ms. Frimpong,Native,Black
Mr. Beyale,Ms. Chung,Native,Asian
Mr. Foley,Mr. Maldonado,White,Hispanic
Ms. Luong,Mr. Macias,Asian,Hispanic
Mr. Garza,Ms. Whiteface,Hispanic,Native
Mr. Flynn,Ms. Ng,White,Asian
Mr. Vasquez,Mr. Vasquez,Hispanic,Hispanic
Ms. Desai,Mr. Melendez,Asian,Hispanic
Ms. Mensah,Mr. Thao,Black,Asian
Mr. Traore,Mr. Notafraid,Black,Native
Ms. Han,Ms. Salazar,Asian,Hispanic
Ms. Declay,Mr. Hyppolite,Native,Black
Mr. Pena,Ms. Padilla,Hispanic,Hispanic
Mr. Howe,Mr. Hurley,White,White
Ms. Liang,Ms. Cephas,Asian,Black
Ms. Prophete,Mr. Zhu,Black,Asian
Mr. Jeancharles,Ms. Sexton,Black,White
Mr. Metellus,Ms. Keyonnie,Black,Native
Mr. Christensen,Ms. Secatero,White,Native
Ms. Ramirez,Ms. Mora,Hispanic,Hispanic
Mr. Suarez,Ms. Yi,Hispanic,Asian
Mr. Vang,Ms. Contreras,Asian,Hispanic
Mr. Hosteen,Mr. Calderon,Native,Hispanic
Mr. Jeanbaptiste,Ms. Claw,Black,Native
Ms. Huber,Ms. Cao,White,Asian
Ms. Vazquez,Mr. Littlelight,Hispanic,Native
Ms. Hailu,Mr. Huber,Black,White
Ms. Vasquez,Ms. Hoang,Hispanic,Asian
Ms. Clitso,Mr. Bitsui,Native,Native
Ms. Goseyun,Mr. Yi,Native,Asian
Mr. Clah,Ms. Lopez,Native,Hispanic
Mr. Schroeder,Ms. Tsosie,White,Native
Ms. Yu,Mr. Berger,Asian,White
Ms. Walsh,Ms. Valenzuela,White,Hispanic
Ms. Dougherty,Mr. Kidane,White,Black
Ms. Begum,Ms. Vu,Asian,Asian
Ms. Luong,Ms. Macias,Asian,Hispanic
Ms. Weber,Ms. Mensah,White,Black
Mr. Mayweather,Mr. Larson,Black,White
Mr. Yellowman,Ms. Knapp,Native,White
Ms. Ndiaye,Mr. Mayer,Black,White
Mr. Fobbs,Mr. Choi,Black,Asian
Ms. Salazar,Ms. Goldtooth,Hispanic,Native
Ms. Metellus,Mr. Keyonnie,Black,Native
Ms. Vassell,Ms. Huang,Black,Asian
Ms. Cao,Mr. Arcoren,Asian,Native
Mr. Stfleur,Ms. Shen,Black,Asian
Mr. Salas,Ms. Notah,Hispanic,Native
Mr. Gutierrez,Mr. Warsame,Hispanic,Black
Ms. Gueye,Ms. Hartman,Black,White
Ms. Bui,Ms. Tang,Asian,Asian
Mr. Luong,Ms. Saintil,Asian,Black
Mr. Pena,Ms. Ravenell,Hispanic,Black
Mr. Sun,Ms. Secody,Asian,Native
Ms. Carlson,Mr. Opoku,White,Black
Ms. Duong,Mr. Lor,Asian,Asian
Ms. Berger,Mr. Bullbear,White,Native
Ms. Tsethlikai,Ms. Kameroff,Native,Native
Mr. Arcoren,Ms. Kanuho,Native,Native
Mr. Huber,Ms. Ahasteen,White,Native
Mr. Alvarado,Mr. Calabaza,Hispanic,Native
Mr. Flores,Ms. Weiss,Hispanic,White
Mr. Sharma,Mr. Bitsie,Asian,Native
Mr. Hwang,Mr. Keyonnie,Asian,Native
Ms. Tsinnijinnie,Ms. Louissaint,Native,Black
Ms. Fofana,Mr. Krueger,Black,White
Ms. Petersen,Mr. Munoz,White,Hispanic
Ms. Shaffer,Ms. Stark,White,White
Ms. Madplume,Ms. Ojo,Native,Black
Ms. Liang,Mr. Yoder,Asian,White
Mr. Notafraid,Ms. Nwosu,Native,Black
Mr. Pineda,Mr. Donovan,Hispanic,White
Mr. Ibarra,Mr. Wu,Hispanic,Asian
Mr. Jacobson,Mr. Vazquez,White,Hispanic
Ms. Chasinghawk,Mr. Henio,Native,Native
Ms. Ayala,Mr. Hoang,Hispanic,Asian
Mr. Gao,Mr. Petitfrere,Asian,Black
Mr. Talayumptewa,Mr. Yang,Native,Asian
Mr. Bartlett,Ms. Pena,White,Hispanic
Ms. Zimmerman,Ms. Benallie,White,Native
Mr. Torres,Ms. Robles,Hispanic,Hispanic
Mr. Hernandez,Ms. Yellowhair,Hispanic,Native
Mr. Mohamud,Mr. Hensley,Black,White
Mr. Calixte,Ms. Ethelbah,Black,Native
Ms. Jalloh,Mr. Leung,Black,Asian
Mr. Walkingeagle,Ms. Wauneka,Native,Native
Mr. Blankenship,Mr. Rios,White,Hispanic
Ms. Howe,Mr. Ibarra,White,Hispanic
Mr. Sanchez,Ms. Stout,Hispanic,White
Ms. Chau,Ms. Henio,Asian,Native
Ms. Leaks,Ms. Espinoza,Black,Hispanic
Mr. Mueller,Ms. Carlson,White,White
Ms. Rojas,Mr. Calderon,Hispanic,Hispanic
Mr. Yazzie,Mr. Valenzuela,Native,Hispanic
Mr. Hensley,Mr. Mayer,White,White
Mr. Jama,Mr. Olson,Black,White
Ms. Traore,Mr. Bekele,Black,Black
Ms. Sesay,Ms. Chen,Black,Asian
Ms. Twobulls,Ms. Jacobson,Native,White
Ms. Han,Mr. Cheng,Asian,Asian
Ms. Opoku,Mr. Moyer,Black,White
Mr. Exantus,Ms. Xu,Black,Asian
Ms. Perez,Ms. Hwang,Hispanic,Asian
Mr. Tang,Ms. Conrad,Asian,White
Ms. Gishie,Mr. Dinh,Native,Asian
Ms. Poorbear,Ms. Munoz,Native,Hispanic
Ms. Wu,Ms. Goseyun,Asian,Native
Mr. Smalls,Mr. Clah,Black,Native
Ms. Snyder,Ms. Olsen,White,White
Ms. Roth,Ms. Villarreal,White,Hispanic
Ms. Gutierrez,Ms. Hansen,Hispanic,White
Ms. Escobar,Mr. Meza,Hispanic,Hispanic
Ms. Nwosu,Mr. Pan,Black,Asian
Mr. Guzman,Ms. Sweeney,Hispanic,White
Mr. Saintil,Mr. Cheung,Black,Asian
Ms. Mayer,Mr. Vasquez,White,Hispanic
Ms. Becenti,Mr. Begay,Native,Native
Ms. Duffy,Ms. Zheng,White,Asian
Ms. Ngo,Ms. Gishie,Asian,Native
Ms. Calixte,Ms. Njoroge,Black,Black
Ms. Fofana,Mr. Desai,Black,Asian
Mr. Hwang,Mr. Gao,Asian,Asian
Ms. Diaz,Ms. Appiah,Hispanic,Black
Ms. Mwangi,Ms. Liu,Black,Asian
Ms. Zimmerman,Ms. Kidane,White,Black
Ms. Dayzie,Mr. Su,Native,Asian
Mr. Bitsui,Ms. Perez,Native,Hispanic
Mr. Lai,Mr. Juarez,Asian,Hispanic
Ms. Luu,Ms. Altaha,Asian,Native
Ms. Avila,Ms. Vue,Hispanic,Asian
Ms. Tadesse,Ms. Yi,Black,Asian
Mr. Colelay,Ms. Li,Native,Asian
Mr. Coaxum,Ms. Schneider,Black,White
Ms. Zimmerman,Mr. Su,White,Asian
Ms. Marquez,Mr. Adjei,Hispanic,Black
Ms. Meza,Ms. Molina,Hispanic,Hispanic
Mr. Sharma,Ms. Ng,Asian,Asian
Ms. Heavyrunner,Mr. Zamora,Native,Hispanic
Mr. Pham,Ms. Zhang,Asian,Asian
Mr. Wolf,Ms. Solis,White,Hispanic
Mr. Manuelito,Ms. Jeanjacques,Native,Black
Mr. Jain,Ms. Moreno,Asian,Hispanic
Mr. Tessay,Ms. Todacheenie,Native,Native
Mr. Talayumptewa,Mr. Vega,Native,Hispanic
Mr. Marquez,Mr. Velazquez,Hispanic,Hispanic
Ms. Guerrero,Mr. Obrien,Hispanic,White
Ms. Moua,Mr. Vazquez,Asian,Hispanic
Mr. Boykins,Mr. Espinoza,Black,Hispanic
Mr. Notah,Ms. Rasmussen,Native,White
Ms. Traore,Ms. Notafraid,Black,Native
Mr. Pierrelouis,Ms. Saintlouis,Black,Black
Ms. Ortega,Ms. Spottedhorse,Hispanic,Native
Mr. He,Mr. Boateng,Asian,Black
Ms. Zhou,Ms. Vu,Asian,Asian
Ms. Mora,Mr. Gallegos,Hispanic,Hispanic
Mr. Mccarthy,Mr. Ng,White,Asian
Mr. Ganadonegro,Ms. Kramer,Native,White
Mr. Morales,Ms. Hu,Hispanic,Asian
Mr. Ho,Ms. Ortiz,Asian,Hispanic
Mr. Manigault,Mr. Ngo,Black,Asian
Mr. Eriacho,Mr. Ravenell,Native,Black
Mr. Luong,Mr. Parsons,Asian,White
Mr. Solis,Mr. Tapaha,Hispanic,Native
Ms. Addo,Ms. Cephas,Black,Black
Ms. Ndiaye,Ms. Tapaha,Black,Native
Mr. Chung,Mr. Klein,Asian,White
